date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,opp formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team,xg,xga
2022-05-01,16:30,Premier League,Matchweek 27,Sun,Home,D,1,1,Ufa,29.0,2580.0,Dmitri Tikhiy,3-4-3,4-3-3,Kirill Levnikov,Match Report,,3.0,1.0,,0,0,2021,FC Khimki,,
2022-05-07,16:30,Premier League,Matchweek 28,Sat,Away,L,0,1,Zenit,32.0,40068.0,Dmitri Tikhiy,3-4-3,4-4-2,Aleksey Amelin,Match Report,,10.0,2.0,,0,0,2021,FC Khimki,,
2022-05-14,16:30,Premier League,Matchweek 29,Sat,Away,L,1,2,Rostov,55.0,15825.0,Dmitri Tikhiy,3-4-3,4-3-3,Vladislav Bezborodov,Match Report,,11.0,2.0,,0,0,2021,FC Khimki,,
2022-05-21,17:00,Premier League,Matchweek 30,Sat,Home,W,2,1,Spartak Moscow,39.0,4597.0,Dmitri Tikhiy,3-5-2,3-4-3,Sergey Karasev,Match Report,,5.0,3.0,,1,1,2021,FC Khimki,,
2021-07-25,20:00,Premier League,Matchweek 1,Sun,Away,L,0,1,CSKA Moscow,51.0,1000.0,Bojan Jokić,3-5-2,4-3-3,Sergey Ivanov,Match Report,,15.0,2.0,,0,0,2021,Ufa,,
2021-07-31,19:30 (17:30),Premier League,Matchweek 2,Sat,Home,L,2,3,Dynamo Mosc,55.0,669.0,Bojan Jokić,3-5-2,4-3-3,Aleksey Sukhoy,Match Report,,9.0,4.0,,0,0,2021,Ufa,,
2021-08-06,19:00 (17:00),Premier League,Matchweek 3,Fri,Home,D,1,1,Loko Moscow,53.0,746.0,Bojan Jokić,5-3-2,4-4-2,Ivan Sidenkov,Match Report,,12.0,4.0,,1,1,2021,Ufa,,
2021-08-14,17:30,Premier League,Matchweek 4,Sat,Away,W,2,1,Nizhny Novgorod,43.0,482.0,Bojan Jokić,5-3-2,5-3-2,Vasiliy Kazartsev,Match Report,,11.0,7.0,,1,1,2021,Ufa,,
2021-08-21,20:00 (18:00),Premier League,Matchweek 5,Sat,Home,D,1,1,Zenit,38.0,761.0,Bojan Jokić,5-3-2,4-2-2-2,Pavel Shadykhanov,Match Report,,12.0,5.0,,0,0,2021,Ufa,,
2021-08-26,18:30 (16:30),Premier League,Matchweek 6,Thu,Home,L,1,2,Samara,59.0,594.0,Bojan Jokić,5-3-2,4-4-2,Vladislav Bezborodov,Match Report,,21.0,3.0,,1,1,2021,Ufa,,
2021-09-12,17:30 (16:30),Premier League,Matchweek 7,Sun,Away,L,1,3,Sochi,36.0,498.0,Bojan Jokić,5-3-2,3-4-3,Aleksey Sukhoy,Match Report,,10.0,3.0,,0,0,2021,Ufa,,
2021-09-18,16:00 (14:00),Premier League,Matchweek 8,Sat,Home,W,3,2,FC Khimki,55.0,493.0,Bojan Jokić,5-3-2,3-5-2,Pavel Kukuyan,Match Report,,13.0,8.0,,0,0,2021,Ufa,,
2021-09-25,19:00,Premier League,Matchweek 9,Sat,Away,L,0,2,Spartak Moscow,53.0,6898.0,Bojan Jokić,4-3-3,3-4-3,Artem Lyubimov,Match Report,,11.0,2.0,,0,0,2021,Ufa,,
2021-10-03,16:00 (14:00),Premier League,Matchweek 10,Sun,Home,L,0,1,Ural,51.0,679.0,Bojan Jokić,5-3-2,5-4-1,Vitaly Meshkov,Match Report,,16.0,4.0,,0,0,2021,Ufa,,
2021-10-17,19:00,Premier League,Matchweek 11,Sun,Away,D,1,1,Krasnodar,32.0,10554.0,Bojan Jokić,5-3-2,4-2-3-1,Aleksey Sukhoy,Match Report,,9.0,1.0,,0,0,2021,Ufa,,
2021-10-24,16:00 (14:00),Premier League,Matchweek 12,Sun,Home,D,1,1,Rubin Kazan,36.0,454.0,Bojan Jokić,5-3-2,4-2-3-1,Igor Panin,Match Report,,13.0,5.0,,1,1,2021,Ufa,,
2021-10-31,16:00 (14:00),Premier League,Matchweek 13,Sun,Home,W,1,0,Akhmat Grozny,43.0,409.0,Bojan Jokić,5-3-2,5-4-1,Aleksey Amelin,Match Report,,8.0,4.0,,0,0,2021,Ufa,,
2021-11-06,14:00,Premier League,Matchweek 14,Sat,Away,D,0,0,Arsenal Tula,36.0,1652.0,Bojan Jokić,5-3-2,4-1-4-1,Kirill Levnikov,Match Report,,8.0,2.0,,0,0,2021,Ufa,,
2021-11-21,14:00,Premier League,Matchweek 15,Sun,Away,D,2,2,Rostov,45.0,4989.0,Aleksandr Belenov,5-3-2,4-3-3,Evgeny Kukulyak,Match Report,,13.0,4.0,,1,1,2021,Ufa,,
2021-11-29,19:00 (17:00),Premier League,Matchweek 16,Mon,Home,D,1,1,Spartak Moscow,39.0,1325.0,Bojan Jokić,5-3-2,4-4-2,Pavel Kukuyan,Match Report,,8.0,4.0,,0,0,2021,Ufa,,
2021-12-05,16:30,Premier League,Matchweek 17,Sun,Away,L,0,2,Dynamo Mosc,26.0,7437.0,Bojan Jokić,5-3-2,4-3-3,Vladislav Bezborodov,Match Report,,1.0,0.0,,0,0,2021,Ufa,,
2021-12-12,19:00,Premier League,Matchweek 18,Sun,Away,L,0,2,Loko Moscow,42.0,3225.0,Aleksandr Belenov,5-3-2,4-4-2,Artem Lyubimov,Match Report,,12.0,5.0,,0,0,2021,Ufa,,
2022-02-27,19:00,Premier League,Matchweek 19,Sun,Away,L,1,2,Akhmat Grozny,42.0,6612.0,Bojan Jokić,5-3-2,4-2-3-1,Aleksey Sukhoy,Match Report,,7.0,3.0,,0,0,2021,Ufa,,
2022-03-07,16:30,Premier League,Matchweek 20,Mon,Away,L,0,2,Zenit,34.0,24377.0,Bojan Jokić,5-3-2,3-4-3,Sergey Ivanov,Match Report,,6.0,1.0,,0,0,2021,Ufa,,
2022-03-12,16:00 (14:00),Premier League,Matchweek 21,Sat,Home,D,0,0,Nizhny Novgorod,52.0,1602.0,Bojan Jokić,3-5-2,5-3-2,Vladislav Bezborodov,Match Report,,12.0,4.0,,0,0,2021,Ufa,,
2022-03-20,16:00 (14:00),Premier League,Matchweek 22,Sun,Home,D,1,1,Krasnodar,32.0,4570.0,Bojan Jokić,5-3-2,4-2-3-1,Pavel Shadykhanov,Match Report,,16.0,5.0,,1,1,2021,Ufa,,
2022-04-02,15:00 (14:00),Premier League,Matchweek 23,Sat,Away,W,2,1,Samara,28.0,7927.0,Bojan Jokić,5-3-2,4-4-2,Artem Chistyakov,Match Report,,11.0,4.0,,0,0,2021,Ufa,,
2022-04-10,16:00 (14:00),Premier League,Matchweek 24,Sun,Home,L,1,2,Sochi,41.0,6866.0,Bojan Jokić,3-4-3,3-4-3,Aleksey Amelin,Match Report,,10.0,2.0,,1,1,2021,Ufa,,
2022-04-16,16:00 (14:00),Premier League,Matchweek 25,Sat,Home,D,1,1,CSKA Moscow,31.0,8877.0,Bojan Jokić,5-4-1,3-4-3,Evgeny Turbin,Match Report,,8.0,1.0,,0,0,2021,Ufa,,
2022-04-23,16:00 (14:00),Premier League,Matchweek 26,Sat,Away,L,1,2,Ural,36.0,10172.0,Bojan Jokić,3-5-2,4-2-3-1,Sergey Ivanov,Match Report,,11.0,3.0,,0,0,2021,Ufa,,
2022-05-01,16:30,Premier League,Matchweek 27,Sun,Away,D,1,1,FC Khimki,71.0,2580.0,Aleksandr Belenov,4-3-3,3-4-3,Kirill Levnikov,Match Report,,16.0,7.0,,1,1,2021,Ufa,,
2022-05-08,16:00 (14:00),Premier League,Matchweek 28,Sun,Home,D,0,0,Rostov,51.0,7277.0,Bojan Jokić,3-4-3,4-3-3,Pavel Kukuyan,Match Report,,11.0,0.0,,0,0,2021,Ufa,,
2022-05-14,16:00 (14:00),Premier League,Matchweek 29,Sat,Home,W,2,1,Arsenal Tula,51.0,6077.0,Aleksei Nikitin,3-4-3,4-1-4-1,Vitaly Meshkov,Match Report,,17.0,6.0,,0,0,2021,Ufa,,
2022-05-21,17:00,Premier League,Matchweek 30,Sat,Away,W,2,1,Rubin Kazan,59.0,25142.0,Bojan Jokić,3-4-3,4-3-3,Sergey Ivanov,Match Report,,13.0,5.0,,0,0,2021,Ufa,,
2021-07-24,20:00,Premier League,Matchweek 1,Sat,Home,W,1,0,Spartak Moscow,43.0,14409,Filip Uremović,4-3-3,4-2-3-1,Vladislav Bezborodov,Match Report,,8.0,5.0,,0,0,2021,Rubin Kazan,,
2021-07-30,19:00,Premier League,Matchweek 2,Fri,Away,W,3,0,Arsenal Tula,53.0,996,Filip Uremović,4-3-3,4-4-2,Sergey Ivanov,Match Report,,20.0,6.0,,1,1,2021,Rubin Kazan,,
2021-08-08,20:00,Premier League,Matchweek 3,Sun,Home,W,2,1,Akhmat Grozny,63.0,8147,Filip Uremović,4-3-3,5-4-1,Pavel Kukuyan,Match Report,,10.0,4.0,,0,0,2021,Rubin Kazan,,
2021-08-15,20:00,Premier League,Matchweek 4,Sun,Home,D,1,1,Samara,58.0,10488,Filip Uremović,4-3-3,4-4-2,Aleksey Sukhoy,Match Report,,12.0,2.0,,0,0,2021,Rubin Kazan,,
2021-08-22,20:00,Premier League,Matchweek 5,Sun,Away,D,1,1,FC Khimki,49.0,620,Filip Uremović,4-3-3,3-5-2,Vasiliy Kazartsev,Match Report,,14.0,6.0,,0,0,2021,Rubin Kazan,,
2021-08-27,20:30,Premier League,Matchweek 6,Fri,Away,L,0,2,Krasnodar,37.0,491,Filip Uremović,4-3-3,4-2-3-1,Evgeny Kukulyak,Match Report,,15.0,7.0,,0,0,2021,Rubin Kazan,,
2021-09-13,18:30,Premier League,Matchweek 7,Mon,Home,W,4,0,Ural,56.0,6077,Filip Uremović,4-2-3-1,3-4-3,Vladimir Moskalev,Match Report,,15.0,6.0,,0,0,2021,Rubin Kazan,,
2021-09-20,18:30,Premier League,Matchweek 8,Mon,Home,L,1,3,Zenit,38.0,7480,Filip Uremović,4-2-3-1,3-4-3,Sergey Ivanov,Match Report,,8.0,1.0,,0,0,2021,Rubin Kazan,,
2021-09-26,14:00,Premier League,Matchweek 9,Sun,Away,L,0,2,Dynamo Mosc,53.0,7101,Filip Uremović,4-3-3,4-3-3,Aleksey Sukhoy,Match Report,,12.0,5.0,,0,0,2021,Rubin Kazan,,
2021-10-02,14:00,Premier League,Matchweek 10,Sat,Home,L,0,1,Nizhny Novgorod,58.0,3986,Hwang In-beom,4-2-3-1,5-4-1,Sergey Karasev,Match Report,,14.0,5.0,,0,1,2021,Rubin Kazan,,
2021-10-16,16:30,Premier League,Matchweek 11,Sat,Home,D,2,2,Loko Moscow,31.0,4511,Filip Uremović,4-2-3-1,4-3-3,Kirill Levnikov,Match Report,,17.0,7.0,,0,0,2021,Rubin Kazan,,
2021-10-24,16:00 (14:00),Premier League,Matchweek 12,Sun,Away,D,1,1,Ufa,64.0,454,Filip Uremović,4-2-3-1,5-3-2,Igor Panin,Match Report,,10.0,3.0,,0,0,2021,Rubin Kazan,,
2021-10-30,14:00,Premier League,Matchweek 13,Sat,Home,W,1,0,CSKA Moscow,49.0,5203,Oliver Abildgaard,4-1-4-1,4-4-2,Vladislav Bezborodov,Match Report,,17.0,6.0,,0,0,2021,Rubin Kazan,,
2021-11-07,16:30,Premier League,Matchweek 14,Sun,Away,L,1,5,Rostov,54.0,6034,Filip Uremović,4-1-4-1,4-3-3,Pavel Shadykhanov,Match Report,,18.0,7.0,,0,0,2021,Rubin Kazan,,
2021-11-21,20:30 (19:30),Premier League,Matchweek 15,Sun,Away,W,2,1,Sochi,39.0,3731,Filip Uremović,4-2-3-1,3-4-3,Aleksey Matyunin,Match Report,,6.0,2.0,,0,0,2021,Rubin Kazan,,
2021-11-28,16:30,Premier League,Matchweek 16,Sun,Home,L,2,3,Dynamo Mosc,54.0,3526,Filip Uremović,4-1-4-1,4-3-3,Kirill Levnikov,Match Report,,9.0,4.0,,1,1,2021,Rubin Kazan,,
2021-12-05,16:30,Premier League,Matchweek 17,Sun,Away,L,1,2,Nizhny Novgorod,71.0,1789,Filip Uremović,4-2-3-1,5-4-1,Artem Chistyakov,Match Report,,25.0,8.0,,0,0,2021,Rubin Kazan,,
2021-12-11,15:00 (14:00),Premier League,Matchweek 18,Sat,Away,L,0,2,Samara,54.0,4598,Filip Uremović,4-1-4-1,4-4-2,Aleksey Sukhoy,Match Report,,8.0,3.0,,0,0,2021,Rubin Kazan,,
2022-02-28,19:00,Premier League,Matchweek 19,Mon,Away,L,2,3,Zenit,39.0,16668,Ilya Samoshnikov,4-1-4-1,3-4-3,Evgeny Kukulyak,Match Report,,8.0,3.0,,0,0,2021,Rubin Kazan,,
2022-03-07,19:00,Premier League,Matchweek 20,Mon,Away,W,2,1,Akhmat Grozny,53.0,6722,Ilya Samoshnikov,4-1-4-1,4-2-3-1,Vladimir Moskalev,Match Report,,8.0,3.0,,0,0,2021,Rubin Kazan,,
2022-03-14,19:00,Premier League,Matchweek 21,Mon,Home,L,1,2,Rostov,45.0,3344,Georgi Zotov,4-1-4-1,4-3-3,Vitaly Meshkov,Match Report,,14.0,5.0,,0,0,2021,Rubin Kazan,,
2022-03-20,14:00,Premier League,Matchweek 22,Sun,Away,L,1,6,CSKA Moscow,31.0,12042,Khvicha Kvaratskhelia,4-1-4-1,3-4-3,Kirill Levnikov,Match Report,,5.0,2.0,,0,0,2021,Rubin Kazan,,
2022-04-01,19:00,Premier League,Matchweek 23,Fri,Home,L,2,3,FC Khimki,52.0,4284,Ilya Samoshnikov,4-3-3,4-3-3,Vladislav Bezborodov,Match Report,,14.0,6.0,,0,0,2021,Rubin Kazan,,
2022-04-09,16:30,Premier League,Matchweek 24,Sat,Home,L,0,1,Krasnodar,37.0,6488,Vitaly Lisakovich,4-3-3,4-2-3-1,Vladimir Moskalev,Match Report,,15.0,5.0,,0,0,2021,Rubin Kazan,,
2022-04-16,19:00,Premier League,Matchweek 25,Sat,Away,D,1,1,Spartak Moscow,34.0,7351,Vitaly Lisakovich,4-3-3,3-4-1-2,Pavel Kukuyan,Match Report,,13.0,4.0,,0,0,2021,Rubin Kazan,,
2022-04-24,14:00,Premier League,Matchweek 26,Sun,Home,W,1,0,Arsenal Tula,35.0,4773,Vladislav Ignatyev,4-3-3,4-1-4-1,Artem Chistyakov,Match Report,,12.0,4.0,,0,0,2021,Rubin Kazan,,
2022-04-30,14:00,Premier League,Matchweek 27,Sat,Home,L,0,6,Sochi,37.0,5180,Vladislav Ignatyev,4-3-3,3-4-3,Yan Bobrovskiy,Match Report,,11.0,3.0,,0,0,2021,Rubin Kazan,,
2022-05-08,19:00,Premier League,Matchweek 28,Sun,Away,L,0,1,Loko Moscow,34.0,11822,Oliver Abildgaard,4-2-3-1,4-2-3-1,Kirill Levnikov,Match Report,,7.0,1.0,,0,0,2021,Rubin Kazan,,
2022-05-15,16:00 (14:00),Premier League,Matchweek 29,Sun,Away,L,0,3,Ural,30.0,14287,Oliver Abildgaard,4-4-2,4-4-1-1,Sergey Karasev,Match Report,,10.0,2.0,,0,0,2021,Rubin Kazan,,
2022-05-21,17:00,Premier League,Matchweek 30,Sat,Home,L,1,2,Ufa,41.0,25142,Oliver Abildgaard,4-3-3,3-4-3,Sergey Ivanov,Match Report,,12.0,3.0,,1,2,2021,Rubin Kazan,,
2021-07-24,20:00,Premier League,Matchweek 1,Sat,Away,L,1,3,Loko Moscow,23,,Georgi Kostadinov,4-3-3,4-4-2,Igor Panin,Match Report,,5,1,,0,0,2021,Arsenal Tula,,
2021-07-30,19:00,Premier League,Matchweek 2,Fri,Home,L,0,3,Rubin Kazan,47,996.0,Georgi Kostadinov,4-4-2,4-3-3,Sergey Ivanov,Match Report,,18,8,,0,0,2021,Arsenal Tula,,
2021-08-07,17:30,Premier League,Matchweek 3,Sat,Home,W,2,1,Samara,39,988.0,Yevgeni Lutsenko,5-4-1,4-4-2,Evgeny Kukulyak,Match Report,,13,5,,0,0,2021,Arsenal Tula,,
2021-08-15,20:00,Premier League,Matchweek 4,Sun,Away,L,2,3,Krasnodar,37,500.0,Yevgeni Lutsenko,5-4-1,4-2-3-1,Pavel Shadykhanov,Match Report,,9,4,,0,0,2021,Arsenal Tula,,
2021-08-21,16:00,Premier League,Matchweek 5,Sat,Home,D,1,1,Spartak Moscow,40,998.0,Georgi Kostadinov,4-2-3-1,4-4-2,Vladimir Moskalev,Match Report,,11,4,,0,0,2021,Arsenal Tula,,
2021-08-26,20:30,Premier League,Matchweek 6,Thu,Away,L,1,2,Akhmat Grozny,46,7517.0,Yevgeni Lutsenko,5-4-1,5-4-1,Aleksey Sukhoy,Match Report,,8,4,,0,0,2021,Arsenal Tula,,
2021-09-12,14:00,Premier League,Matchweek 7,Sun,Home,D,2,2,CSKA Moscow,24,4650.0,Georgi Kostadinov,4-1-4-1,3-4-3,Ivan Sidenkov,Match Report,,9,5,,0,0,2021,Arsenal Tula,,
2021-09-19,16:30,Premier League,Matchweek 8,Sun,Away,W,3,2,Nizhny Novgorod,44,497.0,Georgi Kostadinov,4-1-4-1,5-3-2,Artem Lyubimov,Match Report,,16,7,,0,0,2021,Arsenal Tula,,
2021-09-27,19:00 (17:00),Premier League,Matchweek 9,Mon,Away,L,0,2,Ural,65,751.0,Georgi Kostadinov,4-1-4-1,5-4-1,Aleksey Matyunin,Match Report,,10,1,,0,0,2021,Arsenal Tula,,
2021-10-02,19:00,Premier League,Matchweek 10,Sat,Home,D,0,0,FC Khimki,46,2868.0,Georgi Kostadinov,4-1-4-1,3-4-3,Vladislav Bezborodov,Match Report,,16,3,,0,0,2021,Arsenal Tula,,
2021-10-16,18:00 (14:00),Premier League,Matchweek 11,Sat,Home,W,2,1,Zenit,28,4867.0,Goran Čaušić,4-1-4-1,3-4-3,Pavel Kukuyan,Match Report,,6,3,,0,0,2021,Arsenal Tula,,
2021-10-23,16:30,Premier League,Matchweek 12,Sat,Away,L,0,4,Rostov,48,2857.0,Yevgeni Lutsenko,4-1-4-1,4-3-3,Kirill Levnikov,Match Report,,5,1,,0,0,2021,Arsenal Tula,,
2021-10-31,16:30,Premier League,Matchweek 13,Sun,Home,L,1,2,Sochi,55,,Georgi Kostadinov,4-1-4-1,3-4-3,Pavel Shadykhanov,Match Report,,13,4,,0,0,2021,Arsenal Tula,,
2021-11-06,14:00,Premier League,Matchweek 14,Sat,Home,D,0,0,Ufa,64,1652.0,Yevgeni Lutsenko,4-1-4-1,5-3-2,Kirill Levnikov,Match Report,,9,3,,0,0,2021,Arsenal Tula,,
2021-11-21,16:30,Premier League,Matchweek 15,Sun,Away,L,1,5,Dynamo Mosc,43,6579.0,Georgi Kostadinov,4-1-4-1,4-3-3,Vitaly Meshkov,Match Report,,11,4,,0,0,2021,Arsenal Tula,,
2021-11-29,19:00,Premier League,Matchweek 16,Mon,Home,W,3,1,Loko Moscow,39,3255.0,Georgi Kostadinov,4-1-4-1,4-2-3-1,Vladimir Moskalev,Match Report,,11,7,,0,0,2021,Arsenal Tula,,
2021-12-05,14:00,Premier League,Matchweek 17,Sun,Away,W,2,1,FC Khimki,55,761.0,Goran Čaušić,4-1-4-1,3-4-3,Evgeny Kukulyak,Match Report,,21,10,,0,0,2021,Arsenal Tula,,
2021-12-11,16:30,Premier League,Matchweek 18,Sat,Away,L,0,2,CSKA Moscow,43,,Georgi Kostadinov,4-1-4-1,4-2-3-1,Igor Panin,Match Report,,6,3,,0,0,2021,Arsenal Tula,,
2022-02-26,16:30,Premier League,Matchweek 19,Sat,Away,L,0,2,Sochi,46,3234.0,Georgi Kostadinov,4-1-4-1,3-4-3,Vladislav Bezborodov,Match Report,,7,1,,0,0,2021,Arsenal Tula,,
2022-03-06,14:00,Premier League,Matchweek 20,Sun,Away,D,2,2,Samara,40,3756.0,Goran Čaušić,4-1-4-1,4-4-2,Pavel Shadykhanov,Match Report,,7,4,,1,1,2021,Arsenal Tula,,
2022-03-12,20:30 (16:30),Premier League,Matchweek 21,Sat,Home,L,1,4,Dynamo Mosc,43,5246.0,Georgi Kostadinov,4-1-4-1,4-3-3,Yan Bobrovskiy,Match Report,,5,2,,0,0,2021,Arsenal Tula,,
2022-03-19,19:30,Premier League,Matchweek 22,Sat,Away,L,0,3,Zenit,30,31426.0,Goran Čaušić,4-1-4-1,3-4-3,Sergey Karasev,Match Report,,6,0,,0,0,2021,Arsenal Tula,,
2022-04-02,14:00,Premier League,Matchweek 23,Sat,Home,D,0,0,Akhmat Grozny,46,3244.0,Georgi Kostadinov,4-4-2,4-2-3-1,Vitaly Meshkov,Match Report,,7,2,,0,0,2021,Arsenal Tula,,
2022-04-10,16:30,Premier League,Matchweek 24,Sun,Away,L,0,3,Spartak Moscow,46,7022.0,Georgi Kostadinov,4-1-4-1,3-4-1-2,Vladislav Bezborodov,Match Report,,13,3,,0,0,2021,Arsenal Tula,,
2022-04-17,18:00 (14:00),Premier League,Matchweek 25,Sun,Home,L,1,2,Rostov,49,3983.0,Georgi Kostadinov,4-1-4-1,4-3-3,Evgeny Kukulyak,Match Report,,13,4,,0,0,2021,Arsenal Tula,,
2022-04-24,14:00,Premier League,Matchweek 26,Sun,Away,L,0,1,Rubin Kazan,65,4773.0,Georgi Kostadinov,4-1-4-1,4-3-3,Artem Chistyakov,Match Report,,9,1,,0,0,2021,Arsenal Tula,,
2022-05-02,19:00,Premier League,Matchweek 27,Mon,Home,D,2,2,Nizhny Novgorod,60,4980.0,Igor Smolnikov,4-1-4-1,5-3-2,Sergey Karasev,Match Report,,9,5,,0,1,2021,Arsenal Tula,,
2022-05-08,20:30 (16:30),Premier League,Matchweek 28,Sun,Home,D,1,1,Krasnodar,37,7254.0,Georgi Kostadinov,4-1-4-1,4-3-3,Sergey Ivanov,Match Report,,13,3,,0,0,2021,Arsenal Tula,,
2022-05-14,16:00 (14:00),Premier League,Matchweek 29,Sat,Away,L,1,2,Ufa,49,6077.0,Igor Smolnikov,4-1-4-1,3-4-3,Vitaly Meshkov,Match Report,,6,1,,0,0,2021,Arsenal Tula,,
2022-05-21,21:00 (17:00),Premier League,Matchweek 30,Sat,Home,L,1,2,Ural,43,3578.0,Igor Smolnikov,4-1-4-1,4-2-3-1,Pavel Kukuyan,Match Report,,12,6,,0,0,2021,Arsenal Tula,,
2020-08-11,19:00 (18:00),Premier League,Matchweek 1,Tue,Away,W,2,0,Rotor Volgograd,63,,Artem Dzyuba,4-4-2◆,4-4-2,Aleksey Matyunin,Match Report,,16,4,,0,0,2020,Zenit,,
2020-08-15,20:00,Premier League,Matchweek 2,Sat,Away,W,2,0,Rostov,57,,Magomed Ozdoyev,4-4-2,4-2-3-1,Pavel Kukuyan,Match Report,,14,6,,0,1,2020,Zenit,,
2020-08-19,20:00,Premier League,Matchweek 3,Wed,Home,W,2,1,CSKA Moscow,62,,Artem Dzyuba,4-3-1-2,3-4-3,Vitaly Meshkov,Match Report,,16,7,,0,0,2020,Zenit,,
2020-08-22,18:00,Premier League,Matchweek 4,Sat,Home,W,4,1,Tambov,65,20728.0,Artem Dzyuba,4-4-2,5-3-2,Igor Panin,Match Report,,25,10,,0,0,2020,Zenit,,
2020-08-26,20:45,Premier League,Matchweek 5,Wed,Away,L,0,1,Dynamo Mosc,64,5885.0,Artem Dzyuba,4-4-2,5-4-1,Stanislav Vasilyev,Match Report,,18,4,,0,0,2020,Zenit,,
2020-08-30,16:00,Premier League,Matchweek 6,Sun,Away,D,0,0,Loko Moscow,56,7739.0,Artem Dzyuba,4-2-2-2,4-2-3-1,Vladimir Moskalev,Match Report,,9,0,,0,0,2020,Zenit,,
2020-09-14,18:30,Premier League,Matchweek 7,Mon,Home,W,3,1,Arsenal Tula,53,21559.0,Artem Dzyuba,4-4-2,3-4-3,Pavel Kukuyan,Match Report,,22,5,,0,0,2020,Zenit,,
2020-09-19,18:30 (16:30),Premier League,Matchweek 8,Sat,Away,D,1,1,Ural,50,13488.0,Artem Dzyuba,4-4-2,4-2-3-1,Sergey Karasev,Match Report,,19,6,,0,0,2020,Zenit,,
2020-09-26,16:30,Premier League,Matchweek 9,Sat,Home,W,6,0,Ufa,61,22697.0,Artem Dzyuba,4-4-2,5-4-1,Aleksey Sukhoy,Match Report,,23,8,,1,1,2020,Zenit,,
2020-10-03,19:00,Premier League,Matchweek 10,Sat,Away,D,1,1,Spartak Moscow,43,17150.0,Artem Dzyuba,4-3-3,3-4-1-2,Pavel Kukuyan,Match Report,,22,11,,0,0,2020,Zenit,,
2020-10-17,14:00,Premier League,Matchweek 11,Sat,Home,W,3,1,Sochi,55,21231.0,Mikhail Kerzhakov,4-4-2,5-4-1,Sergey Ivanov,Match Report,,10,6,,0,0,2020,Zenit,,
2020-10-24,16:30,Premier League,Matchweek 12,Sat,Home,L,1,2,Rubin Kazan,65,20847.0,Artem Dzyuba,4-2-3-1,4-2-3-1,Nikolay Voloshin,Match Report,,8,2,,0,0,2020,Zenit,,
2020-11-01,14:00,Premier League,Matchweek 13,Sun,Away,W,2,0,FC Khimki,55,,Magomed Ozdoyev,4-3-3,3-4-3,Aleksey Matyunin,Match Report,,9,2,,0,0,2020,Zenit,,
2020-11-08,19:00,Premier League,Matchweek 14,Sun,Home,W,3,1,Krasnodar,56,24068.0,Dejan Lovren,4-3-3,4-2-3-1,Vladimir Moskalev,Match Report,,23,11,,0,1,2020,Zenit,,
2020-11-21,16:30,Premier League,Matchweek 15,Sat,Away,D,2,2,Akhmat Grozny,54,6241.0,Dejan Lovren,4-2-3-1,4-4-2,Sergey Karasev,Match Report,,9,3,,0,0,2020,Zenit,,
2020-11-28,14:00,Premier League,Matchweek 16,Sat,Away,D,0,0,Arsenal Tula,58,1916.0,Artem Dzyuba,4-3-3,4-2-3-1,Evgeny Kukulyak,Match Report,,17,2,,0,0,2020,Zenit,,
2020-12-05,19:00,Premier League,Matchweek 17,Sat,Home,W,5,1,Ural,53,,Artem Dzyuba,4-4-2,4-2-3-1,Igor Panin,Match Report,,26,13,,2,2,2020,Zenit,,
2020-12-12,19:00,Premier League,Matchweek 18,Sat,Home,W,3,1,Dynamo Mosc,55,1909.0,Dejan Lovren,4-2-3-1,4-2-3-1,Sergey Ivanov,Match Report,,11,6,,1,1,2020,Zenit,,
2020-12-16,20:00,Premier League,Matchweek 19,Wed,Home,W,3,1,Spartak Moscow,59,1993.0,Dejan Lovren,4-4-2,3-4-1-2,Sergey Karasev,Match Report,,27,9,,0,0,2020,Zenit,,
2021-02-27,16:30,Premier League,Matchweek 20,Sat,Home,D,2,2,Rostov,53,23165.0,Dejan Lovren,4-4-2,4-3-3,Aleksey Matyunin,Match Report,,24,8,,0,0,2020,Zenit,,
2021-03-08,16:30,Premier League,Matchweek 21,Mon,Away,L,1,2,Rubin Kazan,69,9211.0,Dejan Lovren,4-1-3-2,4-1-4-1,Sergey Karasev,Match Report,,20,7,,0,1,2020,Zenit,,
2021-03-13,16:30,Premier League,Matchweek 22,Sat,Home,W,4,0,Akhmat Grozny,58,22551.0,Magomed Ozdoyev,4-4-2◆,5-4-1,Vitaly Meshkov,Match Report,,15,8,,1,1,2020,Zenit,,
2021-03-17,20:00,Premier League,Matchweek 23,Wed,Away,W,3,2,CSKA Moscow,56,11275.0,Dejan Lovren,4-4-2,4-2-3-1,Evgeny Kukulyak,Match Report,,17,10,,0,1,2020,Zenit,,
2021-04-05,19:00,Premier League,Matchweek 24,Mon,Home,W,2,0,FC Khimki,60,20708.0,Dejan Lovren,4-4-2◆,3-4-3,Pavel Shadykhanov,Match Report,,21,4,,0,0,2020,Zenit,,
2021-04-11,17:30 (16:30),Premier League,Matchweek 25,Sun,Away,W,2,1,Sochi,54,9328.0,Artem Dzyuba,4-3-1-2,3-4-3,Vladimir Moskalev,Match Report,,17,7,,0,0,2020,Zenit,,
